id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
440,Жумабаев Нурлан,21,female,73,74,94,medium,10,61,51
441,Жумабаев Асель,22,male,54,56,76,low,8,51,94
442,Кубатбеков Айбек,19,male,84,78,66,high,1,54,96
443,Шаршенов Бакыт,24,male,85,96,74,medium,8,84,88
444,Асанов Рустам,21,female,81,97,52,medium,2,72,74
445,Токтосунов Айжан,24,female,82,56,92,low,10,81,50
446,Жумабаев Кундуз,19,male,67,83,85,medium,3,78,88
447,Токтосунов Бакыт,21,female,52,63,59,low,2,62,66
448,Жумабаев Кундуз,22,male,94,75,88,medium,3,66,60
449,Кудайбергенов Гулнара,22,female,53,57,51,medium,2,50,90
450,Токтосунов Бакыт,20,male,78,90,64,medium,4,93,72
451,Кубатбеков Марат,24,male,89,73,93,low,9,100,54
452,Токтосунов Бегимай,20,male,70,93,82,medium,9,55,89
453,Бекмурзаев Жанара,18,female,65,86,89,high,0,84,62
454,Жумабаев Эльмира,25,female,94,96,51,low,1,61,72
455,Сариев Марат,19,female,96,84,95,high,1,53,69
456,Жумабаев Бакыт,20,male,61,63,63,medium,5,76,84
457,Исмаилов Тимур,22,female,55,80,64,high,3,90,93
458,Асанов Бегимай,21,female,92,91,68,medium,8,73,75
459,Усенов Канат,22,female,81,75,79,high,5,73,98
460,Жумабаев Назгуль,20,male,72,96,88,high,10,63,85
461,Сариев Марат,24,female,80,90,66,low,6,94,67
462,Шаршенов Канат,19,male,71,56,65,high,6,59,95
463,Кубатбеков Жамиля,20,male,98,100,57,medium,3,85,73
464,Кудайбергенов Гулнара,22,male,76,74,90,high,4,55,57
465,Сариев Тимур,20,female,85,72,54,high,4,56,70
466,Бекмурзаев Нурлан,20,male,88,85,87,medium,8,61,80
467,Кудайбергенов Бакыт,19,male,63,57,60,low,2,56,74
468,Кубатбеков Азиз,23,male,87,98,70,high,9,71,56
469,Шаршенов Бакыт,18,female,50,73,75,high,1,55,62
470,Усенов Жанара,21,male,55,61,100,low,10,81,56
471,Жумабаев Айжан,22,female,95,80,82,medium,3,73,80
472,Асанов Айгуль,23,male,94,52,88,high,10,52,100
473,Кубатбеков Бакыт,19,female,77,50,62,medium,2,63,56
474,Сариев Эльмира,23,female,81,53,71,high,9,82,100
475,Шаршенов Бакыт,19,female,69,80,81,low,2,79,72
476,Кубатбеков Жанат,20,female,77,95,61,high,0,96,76
477,Сариев Жанат,25,male,51,100,56,low,10,90,82
478,Кудайбергенов Нурлан,19,female,79,79,92,high,6,92,91
479,Шаршенов Бегимай,23,female,50,60,74,medium,5,87,82
480,Кудайбергенов Бегимай,21,male,81,59,70,low,5,84,90
481,Кубатбеков Айгуль,25,male,65,100,67,low,2,66,98
482,Сариев Жанара,20,female,69,84,66,high,5,50,86
483,Шаршенов Гулнара,22,male,60,54,80,medium,4,80,61
484,Усенов Канат,25,male,100,53,92,high,7,60,97
485,Сариев Эрмек,18,female,54,59,85,low,4,68,55
486,Кудайбергенов Марат,19,male,55,70,80,high,5,79,62
487,Жумабаев Жанара,24,female,94,52,87,low,1,54,53
488,Жумабаев Азиз,24,male,96,95,67,high,9,61,93
489,Жумабаев Бакыт,25,male,61,86,68,low,0,82,89
490,Асанов Рустам,23,male,69,79,99,medium,7,54,70
491,Бекмурзаев Бегимай,19,female,80,52,61,medium,8,70,52
492,Кудайбергенов Тимур,25,male,58,63,86,medium,5,51,79
493,Кудайбергенов Эльмира,23,male,97,67,76,medium,8,90,56
494,Сариев Гулнара,20,female,56,91,94,medium,7,52,73
495,Кубатбеков Бегимай,18,female,69,80,73,high,2,78,84
496,Шаршенов Бегимай,24,male,92,61,70,high,9,69,95
497,Кубатбеков Азиз,18,female,100,100,73,high,1,98,87
498,Шаршенов Эрмек,19,female,67,81,59,high,9,87,100
499,Бекмурзаев Айгуль,23,female,59,93,60,low,4,91,61
500,Шаршенов Бакыт,25,female,96,51,100,medium,6,81,63
501,Исмаилов Нурлан,20,male,52,70,61,medium,5,79,96
502,Шаршенов Нурлан,23,female,98,80,83,medium,3,56,62
503,Токтосунов Бегимай,23,female,68,77,79,high,8,69,97
504,Бекмурзаев Бакыт,22,male,58,52,95,medium,2,88,54
505,Токтосунов Жанат,24,female,92,100,95,medium,2,54,63
506,Шаршенов Назгуль,22,male,91,95,95,medium,7,53,90
507,Жумабаев Жанат,24,male,73,75,63,high,6,84,51
508,Жумабаев Эрмек,25,male,86,84,89,low,1,80,70
509,Асанов Марат,21,male,66,99,82,medium,1,78,89
510,Асанов Нурлан,23,male,83,83,63,high,0,62,77
511,Шаршенов Гулнара,24,male,91,88,100,medium,0,91,94
512,Кубатбеков Марат,19,female,54,60,69,low,3,63,78
513,Бекмурзаев Нурлан,24,male,96,53,95,high,3,68,99
514,Кудайбергенов Канат,24,female,53,65,100,medium,5,93,72
515,Сариев Бакыт,24,female,56,72,85,high,10,95,51
516,Асанов Азиз,23,male,67,65,70,high,8,85,92
517,Сариев Гулнара,25,female,61,58,91,high,8,97,73
518,Кудайбергенов Азиз,18,male,83,51,81,high,1,97,92
519,Шаршенов Назгуль,21,male,100,53,99,medium,4,74,69
520,Исмаилов Азиз,23,male,84,85,95,medium,7,79,83
521,Кудайбергенов Бакыт,25,male,75,91,70,medium,10,73,68
522,Кубатбеков Канат,21,female,67,56,83,low,3,63,72
523,Кудайбергенов Бегимай,25,female,87,90,93,low,9,90,50
524,Кубатбеков Жамиля,19,female,81,54,53,high,5,77,55
525,Усенов Нурлан,22,female,100,91,77,medium,10,79,81
526,Сариев Жанара,22,female,58,81,52,high,7,51,82
527,Бекмурзаев Назгуль,24,male,76,80,72,low,2,52,50
528,Кубатбеков Назгуль,19,male,62,99,58,medium,2,90,66
529,Асанов Жанара,23,male,67,82,92,high,10,79,92
530,Шаршенов Тимур,24,male,81,100,91,high,7,54,92
531,Токтосунов Рустам,25,male,82,95,70,high,5,58,74
532,Бекмурзаев Эрмек,24,female,53,80,92,medium,9,88,63
533,Сариев Эрмек,24,male,73,87,74,low,5,75,75
534,Сариев Нурлан,18,female,68,95,91,low,7,72,72
535,Кубатбеков Бакыт,19,female,84,65,95,medium,4,73,75
536,Сариев Жанара,23,male,92,58,86,medium,2,79,55
537,Шаршенов Рустам,24,male,54,63,54,low,7,57,61
538,Асанов Нурлан,21,male,90,60,85,high,8,80,71
539,Жумабаев Айжан,24,female,92,91,78,high,2,98,53
540,Токтосунов Бакыт,24,female,76,72,54,medium,10,89,50
541,Бекмурзаев Айгуль,25,male,51,96,98,medium,1,87,90
542,Усенов Жанат,24,male,81,95,57,low,2,100,51
543,Асанов Бегимай,21,male,85,64,77,high,9,70,98
544,Бекмурзаев Марат,23,male,94,85,97,medium,8,71,97
545,Бекмурзаев Азиз,21,female,99,83,70,high,10,83,63
546,Бекмурзаев Эрмек,23,male,91,75,80,low,3,60,64
547,Бекмурзаев Канат,24,female,68,89,82,medium,7,65,64
548,Усенов Жанара,18,female,81,72,69,medium,7,69,81
549,Бекмурзаев Канат,18,female,56,52,86,high,8,57,59
550,Бекмурзаев Эльмира,24,male,53,63,87,high,9,59,68
551,Токтосунов Гулнара,24,male,67,64,65,low,2,73,57
552,Исмаилов Назгуль,20,male,71,60,79,high,3,54,59
553,Шаршенов Канат,19,male,72,57,84,medium,8,81,52
554,Шаршенов Канат,24,male,77,50,91,low,4,99,87
555,Исмаилов Жанат,24,female,63,50,66,medium,9,96,80
556,Исмаилов Канат,19,female,77,54,52,medium,0,63,79
557,Сариев Эрмек,20,male,67,54,61,low,10,90,51
558,Кудайбергенов Азиз,19,female,89,51,61,low,10,90,81
559,Токтосунов Бакыт,22,female,82,99,85,medium,10,89,64
560,Токтосунов Бегимай,19,female,82,94,93,medium,2,89,79
561,Исмаилов Нурлан,23,female,83,82,52,low,4,65,90
562,Жумабаев Канат,25,male,85,77,68,medium,4,65,61
563,Бекмурзаев Азиз,22,male,69,62,91,low,6,54,70
564,Жумабаев Айжан,24,male,57,77,74,low,4,60,67
565,Усенов Нурлан,18,female,50,62,67,high,7,94,70
566,Бекмурзаев Айбек,18,female,86,72,80,medium,10,63,72
567,Кубатбеков Назгуль,22,female,89,100,98,high,8,93,71
568,Токтосунов Рустам,25,female,79,97,93,low,9,84,57
569,Шаршенов Рустам,21,male,79,78,90,medium,2,54,75
570,Шаршенов Эрмек,23,male,96,84,50,low,0,80,72
571,Кудайбергенов Бегимай,21,female,81,57,97,medium,2,55,67
572,Усенов Жанара,21,female,86,88,83,high,4,51,55
573,Асанов Азиз,23,female,100,58,78,high,0,78,80
574,Кудайбергенов Назгуль,23,female,65,62,55,medium,7,84,56
575,Усенов Эльмира,19,female,54,96,57,medium,7,72,85
576,Кудайбергенов Жанара,18,female,81,57,88,low,5,88,67
577,Кудайбергенов Айжан,20,male,59,51,65,high,1,64,91
578,Сариев Асель,24,male,64,80,66,low,4,98,71
579,Токтосунов Гулнара,18,male,75,57,63,high,0,73,65
580,Бекмурзаев Канат,22,female,61,80,69,medium,0,65,61
581,Кубатбеков Айжан,22,female,78,59,65,low,2,83,58
582,Усенов Бегимай,23,female,63,92,56,low,2,63,66
583,Сариев Эльмира,21,male,92,98,56,low,6,78,80
584,Усенов Асель,19,male,100,55,82,high,9,77,95
585,Токтосунов Асель,24,female,98,50,50,medium,10,96,66
586,Усенов Жанат,25,male,96,76,79,low,6,71,78
587,Усенов Марат,19,female,100,58,50,medium,5,100,97
588,Кудайбергенов Азиз,19,male,68,73,69,medium,9,80,64
589,Кудайбергенов Жанат,21,male,89,94,59,low,8,68,80
590,Токтосунов Жанара,25,male,57,69,60,low,4,65,87
591,Бекмурзаев Бакыт,18,female,75,52,74,high,5,52,53
592,Шаршенов Гулнара,18,male,85,76,97,medium,7,95,56
593,Жумабаев Эльмира,20,male,95,85,90,high,7,78,55
594,Сариев Айжан,23,male,72,90,96,high,5,85,53
595,Бекмурзаев Жамиля,19,female,60,59,67,high,8,92,100
596,Усенов Асель,20,male,89,81,64,low,6,71,82
597,Исмаилов Жанара,18,female,76,68,98,low,0,84,93
598,Кубатбеков Айбек,20,male,77,70,84,high,4,98,68
599,Токтосунов Айгуль,22,male,70,90,80,medium,3,81,70
600,Усенов Эрмек,22,male,75,98,62,high,1,68,52
601,Токтосунов Канат,22,female,74,86,85,medium,1,60,69
602,Бекмурзаев Эльмира,20,female,82,74,97,low,3,64,71
603,Бекмурзаев Жанат,24,female,65,89,60,low,4,86,61
604,Усенов Нурлан,22,female,79,91,53,low,3,84,75
605,Кубатбеков Рустам,25,female,98,100,98,high,5,67,61
606,Жумабаев Асель,19,female,96,85,83,low,7,75,59
607,Токтосунов Бакыт,20,male,78,59,85,low,10,55,66
608,Сариев Асель,24,female,100,83,73,high,7,74,51
609,Жумабаев Бегимай,23,male,84,53,70,medium,9,94,80
610,Токтосунов Жамиля,25,female,69,97,54,high,9,51,72
611,Кудайбергенов Жанат,25,male,52,74,95,low,9,61,71
612,Кубатбеков Асель,25,male,68,55,50,high,3,83,96
613,Шаршенов Нурлан,18,male,51,66,55,low,4,57,100
614,Асанов Марат,20,male,90,63,68,low,0,66,75
615,Бекмурзаев Айжан,23,male,58,97,63,medium,9,84,95
616,Бекмурзаев Кундуз,24,male,87,81,89,medium,7,87,67
617,Жумабаев Бегимай,24,female,50,99,91,medium,1,77,77
618,Кубатбеков Асель,25,male,53,56,91,high,5,97,58
619,Сариев Айжан,25,male,50,77,66,medium,10,67,91
620,Кудайбергенов Эрмек,25,male,64,60,63,medium,3,75,84
621,Исмаилов Бегимай,21,male,68,99,55,medium,0,86,87
622,Шаршенов Жанат,23,female,76,90,60,high,1,75,56
623,Асанов Азиз,23,female,90,56,94,medium,6,61,91
624,Усенов Марат,23,female,54,93,100,medium,0,51,81
625,Сариев Рустам,20,male,91,80,52,medium,4,62,55
626,Усенов Бакыт,18,female,68,58,79,high,10,65,76
627,Кудайбергенов Эльмира,23,male,56,92,79,high,0,95,100
628,Кубатбеков Жанара,25,female,90,79,73,high,6,52,92
629,Бекмурзаев Назгуль,20,female,82,84,81,medium,5,66,67
630,Шаршенов Марат,21,female,99,66,52,high,0,72,71
631,Кубатбеков Марат,18,female,55,85,83,high,4,59,91
632,Бекмурзаев Канат,23,female,85,63,86,medium,2,53,82
633,Токтосунов Канат,18,female,57,79,96,low,7,90,73
634,Исмаилов Эрмек,22,male,99,50,63,low,9,72,85
635,Бекмурзаев Азиз,19,female,97,70,93,medium,4,91,58
636,Сариев Жанат,20,female,73,53,78,low,7,98,96
637,Шаршенов Марат,21,male,94,94,79,low,4,73,58
638,Кудайбергенов Эрмек,25,male,89,63,71,low,9,91,66
639,Кубатбеков Асель,23,male,65,70,67,medium,5,58,67
640,Асанов Жанат,20,male,62,85,72,high,5,65,96
641,Шаршенов Айжан,18,female,72,51,66,high,8,87,75
642,Исмаилов Жанара,20,female,66,80,77,low,5,78,53
643,Кубатбеков Тимур,22,male,95,81,72,low,0,90,74
644,Исмаилов Назгуль,24,male,69,92,79,high,8,76,73
645,Асанов Айгуль,22,female,97,58,88,medium,9,88,61
646,Асанов Асель,24,female,94,74,56,medium,9,89,68
647,Сариев Эрмек,21,male,58,99,75,high,10,77,77
648,Шаршенов Асель,21,female,65,71,97,medium,10,75,89
649,Сариев Жанара,20,female,57,100,88,medium,2,94,67
650,Кудайбергенов Бегимай,20,male,79,72,82,low,7,79,99
651,Токтосунов Канат,23,female,81,52,62,medium,10,54,60
652,Асанов Айбек,21,male,78,59,81,medium,10,91,50
653,Усенов Азиз,21,female,57,88,61,low,0,96,53
654,Кудайбергенов Тимур,18,male,82,87,86,high,1,68,90
655,Асанов Гулнара,22,male,61,89,63,medium,5,66,76
656,Асанов Айгуль,20,female,64,93,64,low,8,73,64
657,Шаршенов Жамиля,23,male,100,94,83,medium,1,97,87
658,Кубатбеков Жанат,23,male,62,77,81,high,10,95,77
659,Кудайбергенов Канат,20,female,70,58,86,medium,3,75,94
660,Токтосунов Марат,19,female,63,86,68,medium,6,82,96
661,Усенов Бакыт,22,female,82,61,72,low,9,62,53
662,Исмаилов Нурлан,19,female,50,80,93,medium,3,67,62
663,Сариев Канат,24,female,78,60,76,low,2,60,97
664,Исмаилов Айгуль,24,male,75,75,71,high,9,65,91
665,Сариев Азиз,21,male,61,78,94,medium,6,56,74
666,Шаршенов Кундуз,22,female,78,77,65,medium,1,75,88
667,Сариев Эрмек,23,male,94,98,89,high,0,51,99
668,Шаршенов Жамиля,18,female,88,83,93,low,6,66,100
669,Токтосунов Айбек,19,male,55,77,96,low,10,59,68
670,Сариев Бакыт,19,female,60,93,56,medium,8,65,77
671,Усенов Кундуз,23,female,70,82,81,medium,9,69,76
672,Асанов Жамиля,20,male,71,81,75,medium,1,65,73
673,Бекмурзаев Айбек,25,female,91,75,88,medium,4,68,58
674,Кубатбеков Эрмек,25,male,85,87,86,high,6,63,91
675,Асанов Кундуз,22,female,80,100,55,medium,7,87,96
676,Жумабаев Нурлан,22,male,64,96,54,medium,1,65,55
677,Исмаилов Гулнара,19,male,58,88,92,low,3,58,66
678,Бекмурзаев Бакыт,25,male,81,74,88,medium,3,63,81
679,Кубатбеков Бакыт,23,male,56,74,95,high,4,52,54
680,Шаршенов Бегимай,19,female,83,90,84,high,6,75,69
681,Бекмурзаев Бакыт,24,female,84,86,80,low,10,84,98
682,Токтосунов Азиз,23,female,80,99,56,high,9,75,96
