id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
440,Усенов Жанара,25,female,88,51,54,medium,6,92,69
441,Токтосунов Тимур,25,female,99,72,56,low,2,75,94
442,Жумабаев Жамиля,23,male,62,96,60,medium,9,53,81
443,Сариев Жанара,22,male,64,62,86,medium,9,54,98
444,Кубатбеков Асель,25,male,85,84,56,medium,4,75,91
445,Кубатбеков Рустам,20,male,52,93,55,medium,6,72,53
446,Асанов Айбек,25,male,98,97,73,high,3,89,93
447,Жумабаев Нурлан,23,male,97,51,63,high,8,54,88
448,Усенов Айжан,21,male,82,83,65,low,8,53,56
449,Усенов Жанат,24,female,83,67,81,high,7,92,100
450,Усенов Эрмек,21,female,100,53,63,medium,9,82,100
451,Асанов Канат,21,male,58,77,71,low,0,94,81
452,Жумабаев Жамиля,24,male,69,94,72,high,2,87,75
453,Жумабаев Эрмек,25,female,80,64,73,medium,10,80,100
454,Сариев Бегимай,23,female,72,83,57,medium,9,56,67
455,Сариев Рустам,21,female,90,99,93,high,1,93,55
456,Токтосунов Жанара,25,male,96,78,90,low,0,79,56
457,Шаршенов Айжан,24,female,65,63,54,medium,7,70,98
458,Шаршенов Жанат,19,female,54,69,56,low,10,58,57
459,Усенов Рустам,22,male,80,63,68,medium,4,95,56
460,Жумабаев Азиз,23,female,67,62,69,high,1,77,100
461,Жумабаев Рустам,22,female,73,77,77,low,1,73,59
462,Исмаилов Канат,22,female,91,63,100,medium,4,81,91
463,Жумабаев Рустам,20,female,95,70,100,high,10,64,71
464,Кубатбеков Жанара,25,male,90,98,95,medium,4,86,79
465,Асанов Назгуль,20,male,52,91,71,low,10,88,88
466,Кубатбеков Айбек,23,female,60,60,82,low,2,79,75
467,Бекмурзаев Назгуль,24,male,54,97,67,high,2,83,72
468,Бекмурзаев Асель,20,male,77,79,100,high,2,55,54
469,Жумабаев Айбек,23,male,65,71,90,high,1,76,83
470,Жумабаев Эльмира,18,male,74,62,78,medium,10,57,69
471,Токтосунов Асель,20,female,54,98,53,low,0,61,91
472,Кубатбеков Рустам,19,male,79,55,87,medium,6,54,94
473,Сариев Азиз,24,male,92,65,88,high,5,77,53
474,Жумабаев Назгуль,20,male,87,91,75,low,8,70,58
475,Сариев Айжан,19,female,50,50,98,high,0,72,90
476,Токтосунов Бегимай,20,female,68,52,50,medium,5,69,51
477,Усенов Айгуль,20,female,69,82,80,high,3,94,57
478,Усенов Тимур,24,female,67,69,69,high,0,93,68
479,Сариев Эльмира,21,female,62,78,53,high,1,51,91
480,Асанов Эрмек,23,male,58,55,78,medium,6,77,72
481,Сариев Нурлан,18,male,96,74,77,medium,4,94,83
482,Токтосунов Рустам,23,female,96,85,67,medium,0,97,89
483,Жумабаев Назгуль,20,male,86,88,99,high,10,52,59
484,Усенов Жамиля,21,male,89,74,96,medium,5,62,61
485,Токтосунов Назгуль,18,female,60,100,87,low,8,88,57
486,Жумабаев Гулнара,23,male,57,98,73,high,4,79,99
487,Жумабаев Гулнара,23,female,78,58,66,high,8,68,68
488,Усенов Айгуль,18,female,72,50,70,high,0,84,66
489,Исмаилов Канат,22,female,83,59,90,low,1,84,58
490,Токтосунов Айгуль,20,male,53,59,51,medium,0,72,91
491,Кудайбергенов Назгуль,25,female,77,97,57,low,5,70,82
492,Шаршенов Эрмек,20,male,91,75,65,low,0,65,68
493,Сариев Жанара,20,female,90,92,58,low,1,66,82
494,Асанов Азиз,25,female,82,58,76,medium,7,52,88
495,Усенов Бакыт,20,male,59,81,79,high,2,64,78
496,Кудайбергенов Эльмира,21,female,56,70,72,low,7,60,91
497,Жумабаев Жанара,22,female,63,100,63,low,2,78,61
498,Исмаилов Канат,24,female,82,73,86,medium,9,84,84
499,Сариев Кундуз,24,male,81,84,63,low,8,82,80
500,Токтосунов Айбек,25,female,72,56,81,high,1,56,67
501,Асанов Жамиля,25,male,90,99,97,low,0,71,100
502,Кубатбеков Азиз,25,male,64,100,73,medium,1,60,77
503,Шаршенов Гулнара,20,male,87,86,71,high,9,97,62
504,Усенов Нурлан,24,male,53,75,61,low,2,98,91
505,Кудайбергенов Назгуль,24,male,73,66,77,high,2,86,97
506,Шаршенов Кундуз,19,female,93,82,58,low,7,53,84
507,Асанов Марат,21,male,54,52,89,high,4,78,80
508,Кудайбергенов Эльмира,19,female,53,74,50,high,0,88,92
509,Бекмурзаев Азиз,21,male,52,52,58,low,10,96,93
510,Сариев Тимур,24,female,88,92,97,high,1,93,65
511,Кудайбергенов Гулнара,24,male,52,91,99,high,7,76,61
512,Бекмурзаев Эльмира,25,male,71,76,62,low,0,81,62
513,Жумабаев Айжан,22,female,73,81,52,low,5,54,73
514,Шаршенов Айжан,19,male,93,50,63,high,6,72,70
515,Сариев Жанат,23,male,56,90,79,high,1,98,100
516,Сариев Канат,18,female,89,53,82,low,6,52,95
517,Асанов Канат,18,female,79,92,91,medium,8,86,80
518,Шаршенов Асель,25,male,75,56,79,low,3,64,86
519,Сариев Бакыт,19,female,76,77,70,low,9,84,76
520,Асанов Жамиля,19,male,67,86,58,medium,10,50,79
521,Бекмурзаев Айбек,19,male,76,98,66,low,3,89,89
522,Бекмурзаев Рустам,25,male,75,59,58,high,9,89,91
523,Шаршенов Тимур,19,male,63,62,58,high,9,97,67
524,Кудайбергенов Назгуль,25,male,72,74,93,medium,9,82,51
525,Кубатбеков Азиз,25,female,57,50,94,low,0,90,62
526,Сариев Жанат,24,male,85,72,56,low,5,51,69
527,Сариев Гулнара,19,male,63,50,100,medium,1,60,87
528,Шаршенов Канат,19,female,96,69,50,medium,5,62,87
529,Кудайбергенов Рустам,21,male,89,90,78,medium,2,84,88
530,Сариев Асель,20,female,57,80,60,medium,0,56,58
531,Шаршенов Асель,20,female,91,78,66,low,4,94,97
532,Исмаилов Бакыт,18,female,66,62,98,medium,10,63,94
533,Кудайбергенов Айбек,19,male,76,85,81,high,7,80,50
534,Сариев Айжан,24,male,86,94,98,low,9,58,78
535,Бекмурзаев Айбек,20,male,94,57,63,low,6,71,68
536,Сариев Бакыт,23,female,88,63,55,high,8,97,74
537,Кудайбергенов Асель,22,male,99,55,89,low,8,91,90
538,Токтосунов Жамиля,24,male,98,71,51,medium,6,72,66
539,Исмаилов Гулнара,24,male,84,81,67,low,10,100,76
540,Кубатбеков Нурлан,21,male,88,60,63,low,10,77,90
541,Кубатбеков Айгуль,20,female,52,71,75,high,0,86,57
542,Кубатбеков Бегимай,18,male,72,66,68,high,10,80,91
543,Исмаилов Канат,24,female,52,71,65,low,8,72,57
544,Шаршенов Назгуль,25,female,83,94,62,medium,4,94,89
545,Шаршенов Бакыт,23,female,96,91,96,medium,8,56,54
546,Усенов Жамиля,18,male,97,86,71,low,9,74,92
547,Шаршенов Гулнара,18,male,74,66,63,high,0,92,75
548,Токтосунов Жамиля,21,male,86,61,69,low,3,94,56
549,Сариев Бегимай,20,male,74,70,82,low,0,82,61
550,Жумабаев Жамиля,18,male,62,93,51,low,0,65,99
551,Усенов Назгуль,18,female,64,85,81,high,7,96,72
552,Асанов Кундуз,18,male,67,97,77,high,3,63,82
553,Кубатбеков Жанат,22,male,85,91,60,low,4,99,72
554,Кубатбеков Жанара,19,male,97,72,80,high,10,55,54
555,Исмаилов Жанат,20,male,82,71,88,medium,3,66,77
556,Исмаилов Жанара,22,male,68,99,57,medium,6,83,80
557,Кубатбеков Рустам,22,male,50,100,79,low,2,86,75
558,Шаршенов Марат,20,male,58,99,60,high,2,74,91
559,Шаршенов Бакыт,18,female,75,95,54,medium,5,97,53
560,Кудайбергенов Гулнара,20,male,98,90,50,medium,0,71,96
561,Бекмурзаев Назгуль,18,male,92,95,91,high,5,66,58
562,Кудайбергенов Айгуль,20,female,76,57,84,low,2,74,72
563,Исмаилов Бегимай,23,male,99,71,95,high,7,57,78
564,Бекмурзаев Канат,20,female,79,82,85,low,8,58,75
565,Усенов Марат,24,female,78,91,72,medium,4,100,89
566,Кубатбеков Жанат,23,male,51,64,65,high,9,95,73
567,Усенов Эрмек,21,female,64,70,87,low,4,71,55
568,Асанов Нурлан,25,male,51,71,75,high,10,90,50
569,Асанов Назгуль,20,female,81,66,63,medium,0,69,61
570,Сариев Марат,19,female,83,92,58,high,7,59,85
571,Токтосунов Азиз,23,female,53,73,74,medium,0,58,75
572,Усенов Тимур,21,male,72,61,90,medium,3,55,89
573,Кудайбергенов Марат,19,female,79,77,62,high,2,53,75
574,Жумабаев Кундуз,22,male,98,84,69,medium,4,100,69
575,Исмаилов Бегимай,21,female,98,84,79,low,9,76,76
576,Кудайбергенов Гулнара,19,male,89,67,98,high,0,94,90
577,Исмаилов Бакыт,19,female,54,67,54,high,1,90,76
578,Жумабаев Айбек,21,male,72,74,89,low,3,78,50
579,Шаршенов Нурлан,21,female,93,72,87,high,3,88,88
580,Шаршенов Айгуль,18,female,57,61,97,high,5,83,63
581,Усенов Айжан,18,female,91,51,93,low,6,59,80
582,Усенов Рустам,22,male,91,99,50,low,4,79,63
583,Кудайбергенов Азиз,23,male,78,61,85,high,10,55,73
584,Жумабаев Айжан,19,female,93,54,61,low,8,78,91
585,Исмаилов Канат,18,female,90,99,75,low,2,76,64
586,Шаршенов Назгуль,23,male,59,61,99,high,9,80,89
587,Сариев Бегимай,22,female,88,65,76,low,8,58,68
588,Токтосунов Асель,20,female,50,92,90,medium,4,100,55
589,Бекмурзаев Канат,20,female,91,89,51,medium,6,99,80
590,Усенов Жамиля,19,male,67,87,70,low,6,61,87
591,Токтосунов Айжан,20,male,77,95,90,low,4,80,96
592,Асанов Жамиля,18,male,85,80,90,low,2,74,50
593,Кубатбеков Рустам,23,female,95,93,62,high,10,68,91
594,Кубатбеков Бакыт,20,male,61,92,94,high,8,99,74
595,Сариев Канат,19,female,73,73,79,low,2,81,76
596,Сариев Жанат,18,male,80,92,99,high,3,68,95
597,Усенов Асель,20,male,75,75,69,low,9,93,60
598,Усенов Айгуль,22,male,70,100,99,low,4,52,90
599,Шаршенов Канат,25,male,53,55,83,high,4,54,51
600,Кубатбеков Эрмек,19,male,92,50,61,low,1,93,95
601,Кубатбеков Марат,23,female,59,63,61,high,3,92,71
602,Кубатбеков Рустам,21,male,66,89,64,medium,4,96,78
603,Кубатбеков Бегимай,19,female,71,64,100,medium,2,98,87
604,Жумабаев Эрмек,22,male,77,83,91,low,1,87,79
605,Жумабаев Кундуз,19,female,67,86,99,high,5,89,72
606,Сариев Бакыт,21,female,57,53,89,high,8,86,62
607,Токтосунов Рустам,19,female,68,60,91,high,10,54,84
608,Токтосунов Бегимай,20,male,97,63,87,medium,8,63,94
609,Кудайбергенов Эльмира,21,male,54,98,52,low,3,81,74
610,Сариев Назгуль,19,female,74,85,97,high,8,79,78
611,Исмаилов Айжан,18,female,56,68,57,low,9,88,50
612,Бекмурзаев Назгуль,22,female,77,92,95,low,10,100,100
613,Сариев Эльмира,25,male,80,93,81,high,2,53,69
614,Сариев Жанара,23,female,75,87,81,low,3,92,56
615,Исмаилов Жамиля,19,male,100,94,55,medium,8,78,86
616,Кубатбеков Жанара,20,female,85,95,81,medium,8,83,94
617,Усенов Эрмек,25,male,100,72,63,high,9,54,78
618,Усенов Бегимай,23,female,58,61,53,medium,1,72,50
619,Бекмурзаев Эльмира,25,female,87,55,98,high,7,62,63
620,Кубатбеков Асель,22,female,66,71,99,high,5,74,86
621,Шаршенов Бегимай,19,male,90,72,90,medium,3,97,58
622,Бекмурзаев Назгуль,18,female,53,99,54,low,8,79,62
623,Асанов Тимур,21,female,99,72,94,high,10,84,84
624,Кудайбергенов Эрмек,23,male,90,69,66,high,1,99,59
625,Кубатбеков Марат,21,male,89,64,90,medium,7,79,86
626,Асанов Гулнара,20,male,82,56,72,medium,8,72,82
627,Токтосунов Бегимай,21,female,61,96,64,medium,6,63,92
628,Жумабаев Тимур,20,male,58,65,79,medium,2,61,52
629,Бекмурзаев Асель,22,female,54,78,64,low,5,61,88
630,Асанов Айгуль,25,male,68,54,99,high,10,66,93
631,Жумабаев Азиз,19,female,60,90,78,high,5,66,74
632,Бекмурзаев Айжан,20,male,75,88,89,high,7,87,96
633,Токтосунов Нурлан,21,female,91,85,91,low,1,51,100
634,Жумабаев Тимур,23,male,95,52,92,medium,6,86,75
635,Сариев Эрмек,19,female,77,85,76,low,0,63,84
636,Кубатбеков Рустам,24,male,75,98,52,medium,0,90,99
637,Бекмурзаев Азиз,21,male,95,96,84,medium,8,100,52
638,Шаршенов Жанара,22,female,83,69,94,low,10,51,97
639,Асанов Асель,18,female,78,93,51,medium,0,92,88
640,Усенов Жанат,23,female,62,84,61,medium,6,51,69
641,Усенов Бакыт,23,female,77,61,57,low,1,53,97
642,Сариев Нурлан,20,male,83,70,93,medium,3,88,86
643,Исмаилов Айгуль,21,male,53,70,62,high,6,81,84
644,Жумабаев Жамиля,23,female,97,64,64,low,10,73,52
645,Кудайбергенов Айгуль,20,female,53,62,54,high,10,51,58
646,Кубатбеков Нурлан,20,male,68,62,63,high,3,69,98
647,Исмаилов Эрмек,20,female,55,93,54,high,10,57,59
648,Кудайбергенов Айбек,24,male,74,84,89,high,2,92,75
649,Кубатбеков Айжан,25,male,91,84,56,high,7,74,69
650,Асанов Рустам,20,male,92,75,53,low,6,91,73
651,Жумабаев Бакыт,24,female,50,70,78,low,10,63,88
652,Кудайбергенов Асель,21,male,87,73,91,low,0,62,74
653,Бекмурзаев Эльмира,18,male,88,81,75,medium,1,96,65
654,Токтосунов Айбек,20,male,80,83,100,medium,6,91,75
655,Шаршенов Рустам,25,male,76,92,60,medium,7,99,53
656,Бекмурзаев Гулнара,20,male,70,56,58,high,3,74,54
657,Бекмурзаев Жанат,19,female,86,80,87,medium,10,89,84
658,Исмаилов Бакыт,18,male,90,70,86,low,7,90,88
659,Сариев Айгуль,20,female,73,97,90,low,0,78,55
660,Кудайбергенов Тимур,21,female,63,91,57,medium,5,86,58
661,Кубатбеков Рустам,18,male,61,58,97,high,3,87,56
662,Усенов Айжан,24,female,90,55,78,medium,7,56,62
663,Бекмурзаев Марат,21,male,85,89,72,high,7,94,74
664,Токтосунов Назгуль,18,male,54,87,94,high,6,65,88
665,Шаршенов Асель,21,male,70,87,88,high,8,60,65
666,Жумабаев Кундуз,20,female,88,77,87,low,3,56,66
667,Бекмурзаев Бакыт,20,male,67,91,88,low,7,61,54
668,Жумабаев Назгуль,20,male,88,79,57,medium,7,82,75
669,Усенов Айбек,20,female,80,76,73,high,1,81,90
670,Токтосунов Канат,22,female,60,54,94,low,2,82,79
671,Жумабаев Жанат,25,male,62,82,73,low,8,66,58
672,Усенов Жамиля,18,male,91,65,84,low,1,98,85
673,Кудайбергенов Азиз,25,male,75,87,74,medium,9,56,82
674,Асанов Айжан,22,male,66,98,74,medium,4,71,52
675,Шаршенов Жамиля,22,female,73,53,63,low,9,65,79
676,Сариев Бакыт,22,male,84,94,85,high,1,80,80
677,Сариев Нурлан,22,male,85,99,78,high,10,64,82
678,Кудайбергенов Нурлан,23,female,64,96,82,high,6,96,84
679,Асанов Айгуль,24,male,96,55,94,high,1,88,59
680,Жумабаев Бакыт,25,male,78,65,99,high,3,85,90
681,Усенов Марат,21,male,86,50,93,medium,6,88,50
682,Кудайбергенов Жанат,21,male,62,62,84,high,1,94,62
683,Токтосунов Марат,22,female,57,84,69,high,5,81,95
684,Усенов Жанара,23,male,63,65,98,high,6,88,82
