id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
440,Жумабаев Айжан,22,female,61,89,53,low,6,55,74
441,Сариев Айгуль,19,male,87,55,83,low,4,85,94
442,Кубатбеков Тимур,19,female,66,87,62,low,9,71,86
443,Асанов Айбек,23,male,86,61,54,medium,7,65,76
444,Сариев Эрмек,25,male,52,90,58,low,1,52,88
445,Бекмурзаев Марат,19,female,54,84,51,high,8,97,56
446,Асанов Айгуль,22,female,87,69,70,low,9,93,74
447,Токтосунов Жанара,20,female,79,96,63,medium,7,55,56
448,Жумабаев Эрмек,20,female,72,70,68,medium,10,79,90
449,Бекмурзаев Нурлан,25,male,99,53,93,low,9,83,66
450,Усенов Бакыт,20,male,62,88,56,high,10,95,62
451,Усенов Тимур,21,female,98,65,60,medium,3,96,73
452,Усенов Кундуз,25,female,67,56,68,high,1,70,99
453,Асанов Эльмира,24,male,79,72,65,low,8,59,68
454,Сариев Айжан,25,male,71,94,52,high,4,69,93
455,Асанов Айбек,22,male,55,96,81,medium,4,73,85
456,Исмаилов Эрмек,22,male,82,58,68,low,10,55,85
457,Асанов Айгуль,21,female,81,54,78,high,9,67,95
458,Жумабаев Айбек,19,female,69,67,71,medium,0,95,58
459,Асанов Рустам,19,male,66,50,52,low,8,88,58
460,Шаршенов Гулнара,20,female,63,82,63,medium,3,81,78
461,Бекмурзаев Айжан,23,female,81,89,100,medium,5,75,85
462,Исмаилов Жанат,25,male,50,57,66,high,10,93,52
463,Исмаилов Айбек,18,female,52,92,88,low,5,88,75
464,Жумабаев Тимур,20,female,84,91,98,low,0,55,96
465,Шаршенов Бегимай,19,male,100,71,95,high,7,65,66
466,Шаршенов Рустам,20,male,89,52,88,low,9,92,100
467,Шаршенов Бегимай,19,female,94,95,100,high,6,55,57
468,Кубатбеков Эльмира,21,male,63,96,66,medium,8,95,92
469,Асанов Жанара,25,male,62,61,68,low,10,98,75
470,Исмаилов Марат,20,male,80,69,96,high,7,76,95
471,Асанов Асель,22,female,74,84,89,high,1,95,78
472,Асанов Жамиля,19,male,71,95,56,low,9,86,93
473,Кубатбеков Жамиля,22,male,52,99,84,low,0,54,67
474,Исмаилов Бакыт,22,female,78,86,92,medium,5,51,60
475,Токтосунов Бегимай,18,male,81,61,89,medium,1,80,96
476,Токтосунов Айжан,21,female,97,96,59,high,0,60,62
477,Асанов Марат,18,female,79,68,80,low,6,75,65
478,Токтосунов Эрмек,24,female,88,100,92,low,5,94,94
479,Кубатбеков Бегимай,19,female,62,95,71,high,0,76,93
480,Бекмурзаев Айжан,18,female,66,85,90,low,3,51,87
481,Кудайбергенов Эльмира,18,male,58,51,73,medium,6,72,81
482,Кубатбеков Айжан,21,female,56,60,54,medium,4,80,84
483,Шаршенов Канат,18,male,69,59,53,medium,2,94,73
484,Бекмурзаев Айбек,22,male,68,83,61,high,8,76,66
485,Асанов Назгуль,21,male,57,83,69,high,10,53,98
486,Исмаилов Азиз,18,male,89,93,95,high,4,55,50
487,Сариев Азиз,23,male,56,87,83,low,5,60,64
488,Исмаилов Жамиля,23,female,59,97,95,low,3,69,53
489,Шаршенов Айжан,20,female,90,80,65,low,9,87,66
490,Кубатбеков Тимур,18,female,73,86,54,low,4,51,92
491,Асанов Айгуль,25,male,85,99,67,high,3,76,71
492,Жумабаев Гулнара,22,female,87,92,94,high,8,72,67
493,Исмаилов Айжан,24,male,85,54,74,low,6,72,92
494,Бекмурзаев Жанара,24,female,59,61,93,high,6,98,77
495,Кубатбеков Кундуз,23,male,89,77,89,medium,2,72,98
496,Жумабаев Рустам,25,female,98,58,77,high,6,97,67
497,Сариев Жанара,19,female,66,69,85,medium,6,90,74
498,Токтосунов Жамиля,25,male,51,100,64,medium,6,64,68
499,Усенов Жанара,22,male,90,60,80,high,0,95,62
500,Кудайбергенов Айбек,24,female,53,53,95,medium,2,61,80
501,Шаршенов Бакыт,25,male,61,70,84,low,10,71,99
502,Исмаилов Гулнара,18,female,50,80,76,low,3,61,61
503,Жумабаев Нурлан,23,male,95,73,92,high,5,75,99
504,Исмаилов Жамиля,19,female,68,68,54,high,1,96,59
505,Кубатбеков Канат,22,female,90,90,83,low,10,92,70
506,Сариев Гулнара,22,female,79,80,63,medium,3,93,67
507,Асанов Жанара,20,female,95,79,93,high,10,98,56
508,Токтосунов Жанара,18,female,95,51,61,medium,6,53,72
509,Усенов Назгуль,21,female,66,56,55,low,6,62,98
510,Бекмурзаев Тимур,23,female,72,64,71,high,6,69,66
511,Усенов Эльмира,21,female,66,81,78,high,2,77,97
512,Усенов Кундуз,23,female,79,60,69,high,6,90,91
513,Сариев Эрмек,23,male,69,87,50,medium,8,85,69
514,Асанов Жамиля,20,male,96,68,86,high,10,74,77
515,Бекмурзаев Жамиля,18,female,83,78,81,low,10,81,95
516,Асанов Жанат,23,male,51,73,52,medium,8,69,58
517,Кудайбергенов Жамиля,24,female,71,79,94,high,6,79,71
518,Токтосунов Жанат,18,female,92,54,88,medium,8,52,59
519,Токтосунов Тимур,24,female,64,65,76,medium,1,69,55
520,Асанов Айжан,18,female,82,71,86,medium,6,53,77
521,Бекмурзаев Жанара,20,male,91,61,78,medium,4,63,71
522,Усенов Жанара,25,male,82,88,77,medium,1,97,97
523,Асанов Айжан,21,male,76,65,92,medium,10,53,85
524,Асанов Рустам,23,female,100,76,98,high,3,64,75
525,Сариев Азиз,24,male,87,98,54,high,0,76,67
526,Токтосунов Бакыт,20,male,59,86,91,high,4,95,83
527,Шаршенов Айгуль,23,female,62,61,74,low,10,51,79
528,Асанов Жанара,21,male,78,90,51,high,6,97,100
529,Кубатбеков Нурлан,25,male,94,70,73,high,4,83,60
530,Исмаилов Асель,21,female,68,98,98,low,10,57,62
531,Жумабаев Айжан,25,female,59,66,68,low,8,82,95
532,Шаршенов Эрмек,18,female,50,89,73,high,10,80,76
533,Асанов Жанара,25,male,82,91,98,low,7,73,55
534,Исмаилов Азиз,19,male,64,99,68,low,6,82,89
535,Шаршенов Рустам,25,female,83,57,54,high,10,75,84
536,Усенов Бегимай,25,male,64,95,54,low,2,96,54
537,Шаршенов Бакыт,24,male,77,79,79,medium,6,70,94
538,Сариев Назгуль,23,male,68,52,86,high,6,98,81
539,Бекмурзаев Тимур,20,female,82,78,53,medium,1,98,64
540,Усенов Гулнара,18,female,55,91,64,high,8,90,63
541,Асанов Айбек,22,female,72,62,74,medium,9,51,81
542,Токтосунов Бегимай,20,female,77,50,64,high,4,76,62
543,Шаршенов Жанат,18,female,88,66,63,high,7,72,72
544,Токтосунов Марат,23,female,100,97,82,high,1,71,80
545,Шаршенов Гулнара,19,male,83,81,92,medium,7,82,99
546,Исмаилов Айбек,23,female,83,80,87,medium,3,75,55
547,Исмаилов Жанат,21,male,68,73,75,low,10,85,82
548,Усенов Айжан,25,female,74,98,75,medium,9,64,80
549,Усенов Жанара,19,female,84,53,76,high,10,97,70
550,Токтосунов Рустам,21,male,58,55,58,high,3,57,67
551,Жумабаев Нурлан,22,male,87,77,77,high,1,85,97
552,Сариев Назгуль,22,female,66,99,98,medium,0,58,51
553,Кудайбергенов Гулнара,24,male,100,84,88,low,0,79,84
554,Исмаилов Бакыт,23,male,100,85,61,medium,0,93,75
555,Кубатбеков Айгуль,21,male,97,79,58,high,8,96,67
556,Кудайбергенов Гулнара,20,male,55,53,93,medium,9,77,87
557,Токтосунов Марат,24,female,88,57,76,low,2,56,70
558,Жумабаев Кундуз,22,female,69,56,56,medium,8,86,56
559,Сариев Жанат,22,male,63,64,70,medium,5,95,91
560,Бекмурзаев Айжан,23,female,54,92,55,medium,2,91,89
561,Жумабаев Жанара,18,male,81,91,56,high,10,82,84
562,Жумабаев Айжан,24,male,90,70,74,low,9,80,85
563,Бекмурзаев Асель,20,female,100,55,84,medium,4,82,63
564,Кудайбергенов Жамиля,19,female,84,58,65,high,7,82,60
565,Асанов Жанат,19,female,62,60,97,low,9,84,58
566,Сариев Эрмек,23,male,58,50,98,high,2,57,78
567,Сариев Жанат,25,female,63,94,50,low,3,89,81
568,Кубатбеков Айбек,19,female,65,95,66,high,6,84,69
569,Кубатбеков Эрмек,22,female,88,85,66,high,5,58,90
570,Токтосунов Нурлан,25,female,52,70,53,high,9,91,59
571,Кудайбергенов Айгуль,23,female,81,66,86,medium,5,58,87
572,Усенов Назгуль,24,male,58,57,77,low,8,90,95
573,Кудайбергенов Жанат,23,male,81,56,83,low,4,78,67
574,Кудайбергенов Айбек,22,female,82,91,96,medium,9,66,96
575,Сариев Асель,22,male,56,53,71,high,8,61,69
576,Бекмурзаев Айгуль,20,male,58,60,70,medium,9,55,74
577,Кубатбеков Тимур,18,male,56,50,75,medium,6,71,67
578,Шаршенов Тимур,22,female,57,90,95,low,0,94,91
579,Сариев Кундуз,25,female,96,93,91,high,3,50,73
580,Усенов Марат,22,female,82,71,87,medium,6,56,97
581,Бекмурзаев Эльмира,21,female,72,96,81,low,5,52,80
582,Исмаилов Жамиля,19,male,68,95,88,high,8,100,63
583,Кубатбеков Кундуз,21,male,81,81,76,high,7,84,95
584,Усенов Канат,22,female,89,96,84,high,7,92,57
585,Токтосунов Бегимай,20,male,54,65,69,low,0,57,78
586,Бекмурзаев Айбек,20,male,76,99,83,medium,5,51,98
587,Исмаилов Эрмек,25,female,71,62,56,high,1,91,70
588,Исмаилов Айбек,20,female,76,65,92,low,1,69,89
589,Жумабаев Бегимай,18,male,67,81,52,high,8,72,87
590,Усенов Жамиля,22,female,81,63,66,high,5,65,65
591,Исмаилов Айжан,18,female,60,93,77,high,2,51,59
592,Исмаилов Назгуль,21,female,89,98,70,high,3,96,71
593,Жумабаев Бегимай,21,female,89,55,92,medium,1,57,87
594,Токтосунов Назгуль,22,male,86,97,66,high,8,92,68
595,Бекмурзаев Марат,19,female,88,93,80,low,4,90,95
596,Кубатбеков Эльмира,22,female,72,50,100,medium,10,67,94
597,Бекмурзаев Азиз,18,male,58,59,84,high,5,52,92
598,Усенов Марат,22,male,92,78,93,low,5,63,74
599,Шаршенов Асель,25,male,81,53,81,low,5,59,71
600,Кудайбергенов Жамиля,23,female,52,96,92,high,10,90,81
601,Исмаилов Назгуль,21,male,69,93,89,high,4,65,95
602,Токтосунов Гулнара,24,female,83,85,97,medium,8,76,60
603,Бекмурзаев Айгуль,25,female,65,50,98,medium,7,77,81
604,Асанов Кундуз,23,male,83,58,88,high,0,53,76
605,Токтосунов Тимур,21,female,59,62,70,medium,4,74,97
606,Шаршенов Айжан,18,male,57,65,71,low,10,90,88
607,Асанов Эрмек,25,female,92,60,91,high,9,99,55
608,Шаршенов Жамиля,25,male,62,85,69,low,0,57,97
609,Сариев Айгуль,22,male,100,86,62,low,3,78,62
610,Шаршенов Эльмира,19,male,87,85,61,low,7,70,73
611,Кудайбергенов Асель,20,male,67,90,51,low,9,86,74
612,Шаршенов Канат,24,male,84,66,97,high,8,57,86
613,Жумабаев Бакыт,18,female,52,79,57,low,8,95,77
614,Асанов Айжан,22,female,79,91,83,medium,5,90,52
615,Сариев Айгуль,25,male,66,72,66,medium,7,85,70
616,Сариев Жанат,21,female,71,66,91,high,10,76,77
617,Бекмурзаев Жанат,25,female,96,72,72,low,4,58,100
618,Сариев Назгуль,20,female,62,94,69,medium,8,68,82
619,Бекмурзаев Тимур,21,female,77,96,73,medium,2,67,95
620,Токтосунов Кундуз,22,female,76,80,67,medium,2,68,69
621,Жумабаев Эрмек,24,female,87,97,54,high,1,91,86
622,Кудайбергенов Гулнара,24,male,59,89,87,high,1,93,70
623,Шаршенов Гулнара,20,male,71,71,84,medium,9,58,93
624,Усенов Азиз,21,female,70,57,67,medium,10,52,92
625,Асанов Айгуль,25,male,97,66,68,medium,4,67,99
626,Кудайбергенов Нурлан,23,female,59,75,71,medium,8,73,62
627,Усенов Эльмира,25,female,74,59,51,high,6,83,82
628,Жумабаев Айгуль,20,female,89,83,56,low,0,59,63
629,Жумабаев Жамиля,25,male,57,93,93,medium,5,83,68
630,Жумабаев Айжан,19,female,50,57,67,medium,7,88,91
631,Сариев Жанат,20,male,69,90,94,low,8,86,88
632,Жумабаев Айбек,23,female,93,85,93,high,3,96,74
633,Шаршенов Азиз,23,female,79,98,73,low,0,57,80
634,Усенов Бакыт,22,female,95,53,68,high,3,64,99
635,Шаршенов Жанат,24,male,74,55,92,low,2,81,62
636,Кудайбергенов Жанара,25,male,67,99,98,low,8,62,53
637,Жумабаев Эрмек,21,female,66,51,53,medium,4,59,96
638,Кубатбеков Эльмира,18,male,54,78,86,high,9,84,58
639,Бекмурзаев Айгуль,19,female,95,70,85,high,5,76,60
640,Шаршенов Канат,21,male,86,95,95,low,4,50,74
641,Жумабаев Эрмек,19,female,84,94,73,low,10,74,92
642,Исмаилов Жанара,25,female,50,61,66,high,2,68,76
643,Кубатбеков Жанат,24,male,94,83,67,high,1,81,100
644,Кудайбергенов Гулнара,24,female,83,91,94,low,2,70,84
645,Асанов Азиз,23,female,62,60,83,high,5,77,70
646,Усенов Айбек,21,female,86,81,79,medium,6,58,51
647,Жумабаев Айжан,19,female,94,63,52,medium,4,66,99
648,Кудайбергенов Бакыт,20,male,99,53,89,high,2,99,67
649,Жумабаев Жанат,25,female,70,100,50,low,2,96,64
650,Кубатбеков Жанара,24,female,64,95,82,medium,10,72,93
651,Исмаилов Канат,18,male,70,77,52,high,10,58,99
652,Исмаилов Марат,20,male,80,92,61,medium,10,93,69
653,Жумабаев Азиз,25,male,93,55,59,high,4,68,57
654,Усенов Айгуль,24,female,96,95,94,high,10,63,92
655,Асанов Жанат,22,female,83,93,91,high,8,59,73
656,Кубатбеков Марат,19,male,90,74,78,medium,9,58,100
657,Сариев Азиз,20,male,95,69,63,medium,8,90,97
658,Сариев Айбек,24,female,60,77,53,medium,5,61,64
659,Токтосунов Тимур,25,female,82,71,63,low,3,89,79
660,Кубатбеков Эльмира,18,female,53,78,81,medium,6,97,87
661,Токтосунов Айжан,18,male,54,91,97,medium,8,89,53
662,Бекмурзаев Тимур,22,female,51,65,82,high,9,86,66
663,Кубатбеков Асель,21,female,96,98,81,low,3,83,98
664,Усенов Асель,19,female,76,67,87,high,9,69,77
665,Сариев Бегимай,19,male,76,53,92,high,0,96,68
666,Кубатбеков Марат,21,male,78,93,98,high,0,59,69
667,Исмаилов Канат,24,male,51,69,57,medium,0,92,61
668,Усенов Айжан,25,male,62,73,81,medium,1,87,81
669,Жумабаев Тимур,24,female,82,60,58,medium,6,67,55
670,Жумабаев Азиз,20,male,65,53,94,medium,1,72,83
671,Кудайбергенов Айжан,20,male,86,54,62,medium,1,97,57
672,Кудайбергенов Азиз,20,female,62,96,79,medium,2,66,81
673,Усенов Бегимай,22,female,99,55,83,medium,0,61,89
674,Бекмурзаев Тимур,18,female,72,68,89,medium,2,100,63
675,Сариев Айжан,20,male,66,53,88,medium,1,69,96
676,Асанов Жамиля,22,male,97,50,98,low,5,58,74
677,Бекмурзаев Айжан,20,male,50,50,80,medium,4,100,81
678,Жумабаев Кундуз,23,male,89,61,51,low,7,58,90
679,Кудайбергенов Жанат,19,male,77,97,88,high,9,81,85
680,Бекмурзаев Айбек,18,female,76,67,64,low,3,80,95
681,Бекмурзаев Айбек,25,male,81,58,59,high,5,100,96
682,Кубатбеков Эльмира,23,male,85,91,67,low,7,87,55
683,Исмаилов Асель,25,female,66,61,83,low,10,50,70
684,Сариев Кундуз,18,male,68,94,53,medium,3,79,62
